Filename,position,segment,syllable,F1 (Hz),F2 (Hz),F3 (Hz),performer
9,ictus,ɵ,1,761.8090263,1301.382769,2325.895753,MH
9,ictus,i,1,494.5512699,1851.516868,2512.721172,MH
9,ictus,uiː,1,586.6332167,1713.530093,2375.175223,MH
9,ictus,iː,1,440.5567855,2016.919198,2771.351527,MH
9,ictus,æ,1,963.4431927,1910.036587,2706.121611,MH
9,ictus,iː,1,348.4742235,2052.85745,2620.528447,MH
9,ictus,æ,1,932.1460115,1562.68561,2146.507869,MH
9,ictus,i,1,662.6484327,1464.991737,2483.324126,MH
9,ictus,yi,1,427.1616498,1872.375226,2330.048754,MH
9,ictus,æː,1,978.7936258,1846.335107,2669.782856,MH
9,ictus,æː,1,1051.495869,1627.652738,2426.9042,MH
9,ictus,ul,1,579.2049927,973.55494,2852.289678,MH
9,ictus,æ,1,925.3074537,1772.279649,2356.549371,MH
9,ictus,æi,1,570.5009936,1515.70922,2305.232317,MH
9,ictus,a,1,664.5914373,1340.229179,2473.658185,MH
9,ictus,æ,1,977.9247708,1856.074757,2693.70135,MH
9,ictus,a,1,885.3381649,1420.478291,2134.29977,MH
9,ictus,i,1,459.3624347,2172.726314,2521.41166,MH
9,ictus,aː,1,1167.815068,1497.254622,2815.705486,MH
9,ictus,i,1,481.2750645,1504.266116,2565.207886,MH
9,ictus,e,1,676.9864255,1501.184847,2238.685943,MH
9,ictus,i,1,612.128493,1280.430714,2493.999347,MH
9,ictus,u,1,627.9941191,994.7339352,2454.422056,MH
9,ictus,a,1,1197.785658,1398.149799,2675.113936,MH
9,ictus,u,1,680.3708207,1125.59641,2308.353372,MH
9,ictus,o,1,800.4761506,1240.271085,2621.253729,MH
9,ictus,oː,1,789.7849058,1187.574504,2460.348107,MH
18,ictus,i,1,400.2726861,1792.285888,2604.343407,MH
18,ictus,a,1,905.0203846,1615.360183,2670.814904,MH
18,ictus,a,1,893.6172467,1556.554823,2537.984819,MH
18,ictus,i,1,569.4316197,1889.596824,2637.020191,MH
18,ictus,a,1,1088.316206,1679.327431,2993.170965,MH
18,ictus,a,1,1200.874484,1293.220304,2859.390096,MH
18,ictus,yː,1,600.0803188,2222.850664,2621.798793,MH
18,ictus,yl,1,508.9556618,2066.987817,2444.984696,MH
18,ictus,a,1,1202.556951,1262.571005,2902.923657,MH
18,ictus,a,1,965.0425155,1489.58156,2593.017138,MH
18,ictus,a,1,1070.230105,1604.111431,3095.212303,MH
18,ictus,a,1,1081.482946,1488.99783,2837.239266,MH
18,ictus,ul,1,662.0174458,1093.745389,2684.927583,MH
18,ictus,auː,1,920.1155809,1341.736135,2603.311983,MH
18,ictus,el,1,699.1053141,1971.059244,2205.048465,MH
18,ictus,y,1,571.6205502,1422.423031,2205.491907,MH
18,ictus,il,1,570.4510544,1416.377977,2607.63505,MH
18,ictus,y,1,563.7859974,1838.718947,2540.868483,MH
18,ictus,o,1,878.6598996,1366.135604,3087.210945,MH
18,ictus,æ,1,961.3174845,1542.526605,2646.879614,MH
18,ictus,o,1,838.8630307,1250.275316,2531.48711,MH
18,ictus,i,1,417.0384306,1991.920881,2530.663227,MH
18,ictus,æ,1,933.8453342,1535.867419,2532.867692,MH
18,ictus,aː,1,959.4265899,1484.04289,2334.002137,MH
18,ictus,i,1,558.4546298,1781.251946,2579.759629,MH
18,ictus,o,1,817.7813842,1081.195126,2450.021603,MH
18,ictus,eil,1,706.8382189,2222.53767,2575.908038,MH
18,ictus,o,1,549.6255942,1810.744901,2655.545388,MH
18,ictus,o,1,785.0984991,1782.27205,2242.477105,MH
18,ictus,æ,1,914.5881078,1611.133445,2705.31354,MH
18,ictus,æi,1,747.6352267,2409.716446,3020.174087,MH
18,ictus,æ,1,1025.296415,1805.204555,2938.978491,MH
18,ictus,a,1,1053.22059,1501.57709,3158.041939,MH
18,ictus,u,1,658.7462118,1082.388824,2648.728005,MH
18,ictus,i,1,634.2144357,2016.298473,2548.660584,MH
18,ictus,oː,1,764.0969521,993.4064662,2661.971369,MH
18,ictus,a,1,1076.515407,1346.196267,2920.135674,MH
18,ictus,i,1,784.6370233,1050.436654,2487.482406,MH
18,ictus,aː,1,1087.197424,1575.834109,2759.5313,MH
18,ictus,æ,1,1119.778466,1705.64176,2920.709056,MH
18,ictus,eiː,1,494.2578068,1991.137354,2524.027387,MH
18,ictus,æː,1,1006.841075,1496.913469,2315.909251,MH
18,ictus,o,1,835.1449929,1332.306247,2712.183332,MH
18,ictus,o,1,820.718823,1170.894401,2616.800379,MH
18,ictus,ɵ,1,723.4940338,1847.356908,2721.731214,MH
18,ictus,u,1,637.387674,1145.283904,2596.211072,MH
18,ictus,a,1,1180.907631,1324.640632,2829.139055,MH
18,ictus,i,1,542.2139906,1567.848163,2398.419125,MH
18,ictus,a,1,1086.31935,1645.262584,3128.717362,MH
18,ictus,e,1,855.2891632,1949.148183,2581.125378,MH
18,ictus,e,1,754.7916032,1913.500788,2526.026998,MH
18,ictus,i,1,405.1112093,2215.079278,2577.621218,MH
18,ictus,a,1,1147.982716,1385.336862,2891.820004,MH
18,ictus,au,1,944.3409594,1504.845833,2887.543013,MH
18,ictus,a,1,1078.684883,1881.863119,3194.773688,MH
18,ictus,u,1,647.2022483,1100.524734,1534.316916,MH
18,ictus,u,1,561.0776342,1071.096733,2811.005198,MH
18,ictus,u,1,462.2850784,981.8753404,2844.958154,MH
18,ictus,ɵː,1,697.4168009,1597.134584,2759.859191,MH
18,ictus,ɵ,1,915.1957879,1811.238885,2741.62721,MH
18,ictus,ɵ,1,713.232597,1737.740776,2733.430989,MH
18,ictus,ɵ,1,751.4344533,1362.124674,2437.820951,MH
18,ictus,i,1,666.2984657,1809.102206,2525.669181,MH
18,ictus,i,1,457.9968931,1991.731796,2478.478741,MH
18,ictus,ɵ,1,781.5054853,1648.266235,2682.097589,MH
18,ictus,al,1,830.8569484,1350.329042,2475.24031,MH
18,ictus,a,1,999.4676157,1251.498053,2854.07224,MH
18,ictus,æːl,1,1071.872151,1661.173625,2644.880859,MH
18,ictus,i,1,683.6284678,2363.330605,2514.412987,MH
18,ictus,i,1,408.242316,2073.870575,2511.746962,MH
18,ictus,ɵ,1,788.4265314,1776.913191,2745.522251,MH
18,ictus,ɵ,1,894.1611976,1813.63344,2876.532732,MH
18,ictus,ɵ,1,770.0158056,1598.517681,2658.635478,MH
18,ictus,æːl,1,1178.463006,1718.498413,2643.772819,MH
18,ictus,ɵ,1,716.0536123,1686.120699,2634.007148,MH
18,ictus,ɵ,1,784.0031561,1631.354769,2678.982147,MH
18,ictus,æːl,1,963.026638,1838.440644,2101.753133,MH
18,ictus,ɵ,1,772.5471957,1667.329183,2603.133311,MH
18,ictus,oː,1,921.9521213,2212.910547,2796.300056,MH
18,ictus,æː,1,901.7909783,1159.037022,2464.409446,MH
18,ictus,e,1,798.8667461,1854.118643,2437.035606,MH
18,ictus,iiː,1,460.4592765,2069.137227,2689.90197,MH
18,ictus,iiː,1,424.2230973,2099.542914,2623.513583,MH
18,ictus,o,1,695.5831564,1595.472588,2098.790796,MH
18,ictus,iiː,1,418.5669445,2226.833336,2681.584933,MH
18,ictus,o,1,742.9112907,1787.115125,2463.726192,MH
18,ictus,uiː,1,672.4305689,1643.456971,2232.841276,MH
18,ictus,æ:,1,986.6314723,1487.83667,2425.953702,MH
18,ictus,a,1,909.0803949,1625.319148,2279.160605,MH
18,ictus,u,1,648.0871458,1087.09906,2149.761794,MH
18,ictus,a,1,1051.102811,1455.381905,2901.22077,MH
18,ictus,a,1,1130.170839,1366.832852,2412.337641,MH
18,ictus,a,1,989.7740009,1554.115292,2849.41403,MH
18,ictus,æ,1,1088.977514,1535.667836,2502.493153,MH
18,ictus,a,1,1020.327879,1076.124202,2946.802268,MH
18,ictus,a,1,939.2760105,1373.780147,2539.330567,MH
18,ictus,a,1,916.4621816,1463.895203,2642.808533,MH
18,ictus,a,1,1063.636918,1902.935205,3060.145806,MH
18,ictus,aː,1,1142.795754,1239.935771,2958.999157,MH
18,ictus,aː,1,1029.943881,1594.115989,2928.088912,MH
18,ictus,a,1,871.4617504,1570.847483,2461.21486,MH
18,ictus,a,1,938.3728088,1576.832852,2504.578193,MH
18,ictus,aː,1,1187.383354,1235.835639,2982.264114,MH
18,ictus,aː,1,942.126476,1568.791558,2365.348381,MH
18,ictus,a,1,992.1329989,1374.121342,2671.977605,MH
18,ictus,iː,1,429.7399553,2290.535771,2541.624883,MH
18,ictus,y,1,638.7300546,1999.478444,2625.690711,MH
18,ictus,eː,1,642.5482908,1716.086078,2396.933459,MH
18,ictus,ai,1,1039.214076,1534.178821,2734.421678,MH
18,ictus,æː,1,913.4799809,1761.495187,2718.317281,MH
18,ictus,aʎ,1,1070.282689,1745.989257,3066.690632,MH
18,ictus,e,1,791.9291751,2361.781789,2647.666316,MH
18,ictus,i,1,561.5947862,2306.359102,2566.759967,MH
18,ictus,iː,1,462.5888489,1467.765428,2581.680601,MH
18,ictus,a,1,1145.30917,1506.213254,2916.235138,MH
18,ictus,ɵ,1,738.0202774,1570.379884,2879.088729,MH
18,ictus,ɵ,1,893.7645057,1567.568674,2729.210908,MH
18,ictus,y,1,485.1747297,2038.802242,2198.510337,MH
18,ictus,ɵ,1,703.020513,1565.38339,2499.753044,MH
18,ictus,el,1,785.7968625,1676.343076,2630.863062,MH
18,ictus,ɵ,1,686.4584983,1587.173661,2945.236351,MH
18,ictus,y,1,442.1207695,1782.301689,2250.725174,MH
18,ictus,e,1,805.2362836,1934.90062,2412.424613,MH
18,ictus,e,1,712.6614492,2112.004514,2654.57945,MH
18,ictus,e,1,784.1588674,2417.045115,2578.316577,MH
18,ictus,o,1,895.9600722,1037.66452,2738.808936,MH
18,ictus,æl,1,932.3341824,1972.210314,2181.495264,MH
18,ictus,e,1,723.4398728,2118.778256,2266.247468,MH
18,ictus,o,1,764.9121362,1966.419662,2496.184309,MH
18,ictus,al,1,871.3803693,1681.69908,2606.987682,MH
18,ictus,al,1,978.4499272,2139.322874,2894.308383,MH
65,ictus,a,1,863.4881692,1539.999522,2205.076974,LK
65,ictus,a,1,862.0567832,1363.401687,2267.201266,LK
65,ictus,ai,1,950.2894823,1380.023845,2112.860235,LK
65,ictus,aː,1,922.5333976,1421.449921,2322.239819,LK
65,ictus,uː,1,486.3020602,1075.600441,2304.011651,LK
65,ictus,u,1,662.6909803,1027.493038,2261.540566,LK
65,ictus,a,1,892.855915,1370.46561,2432.023357,LK
65,ictus,y,1,557.9943671,1602.01247,2352.54356,LK
65,ictus,a,1,955.5349296,1495.497025,2188.163929,LK
65,ictus,ei,1,669.8176031,1252.583294,2551.560809,LK
65,ictus,a,1,1042.70677,1442.473462,2943.824393,LK
65,ictus,o,1,791.6051942,1258.036789,2231.836129,LK
65,ictus,u,1,549.0413879,1177.482534,2000.725916,LK
65,ictus,al,1,950.5027497,1394.348491,2356.485394,LK
65,ictus,o,1,599.8902627,1184.337046,2450.039563,LK
65,ictus,a,1,929.3392472,1352.632145,1972.752108,LK
65,ictus,ei,1,514.5432303,1231.733512,2639.90589,LK
65,ictus,al,1,983.0048577,1408.149565,2256.513828,LK
65,ictus,o,1,584.3624306,1053.724934,2382.928176,LK
65,ictus,y,1,878.7841801,1678.503823,2569.828131,LK
65,ictus,ol,1,663.0318315,1036.695022,2566.711948,LK
65,ictus,al,1,927.498875,1399.956421,2035.331925,LK
65,ictus,o,1,685.3520294,1265.390825,2671.021789,LK
65,ictus,e,1,703.0708081,1664.886133,2611.790796,LK
65,ictus,oː,1,968.9826455,1170.790137,1418.677711,LK
65,ictus,ei,1,653.5553983,1464.749627,2318.471854,LK
65,ictus,u,1,540.3738228,1075.750991,2266.907121,LK
65,ictus,iː,1,374.067788,1317.863732,2940.343294,LK
65,ictus,øøː,1,468.2703481,1903.458823,2586.171123,LK
65,ictus,eil,1,466.7293066,2161.838133,2287.848714,LK
65,ictus,øː,1,581.6733648,1513.457065,2236.206904,LK
65,ictus,i,1,622.0148055,1292.625857,2771.167059,LK
65,ictus,u,1,547.3428564,1070.25477,2246.510631,LK
65,ictus,a,1,901.0085677,1415.271745,2468.297929,LK
65,ictus,aː,1,921.227242,1286.698563,2057.060922,LK
65,ictus,eiː,1,653.4861925,2318.54198,2881.865715,LK
65,ictus,ul,1,642.7433908,1520.513445,2001.690138,LK
65,ictus,uː,1,605.1757384,948.5479323,2208.43903,LK
65,ictus,i,1,538.6352875,1769.946407,2639.342369,LK
65,ictus,y,1,522.363664,1759.737155,2565.496294,LK
65,ictus,yl,1,630.8513699,1708.815404,1797.672544,LK
65,ictus,a,1,934.6694086,1482.710584,1831.099529,LK
41,ictus,ai,1,730.7153028,1140.540189,2447.019961,LK
41,ictus,al,1,519.2274914,1194.956581,2326.849458,LK
41,ictus,al,1,963.5455703,1502.126838,1954.246407,LK
41,ictus,a,1,1022.286324,1573.195081,1876.816476,LK
41,ictus,e,1,581.7863868,1245.51695,2505.893015,LK
41,ictus,ai,1,750.270736,1098.554046,2467.958197,LK
41,ictus,iː,1,591.1806529,893.0859831,2632.770552,LK
41,ictus,i,1,590.3268503,1255.702772,2596.552885,LK
41,ictus,i,1,434.9392314,1870.367783,2808.785372,LK
41,ictus,ɵ,1,598.2591441,1614.680956,2977.296719,LK
41,ictus,oː,1,588.7931398,1137.878868,2394.183409,LK
41,ictus,oː,1,610.4076007,1088.074777,2489.962517,LK
41,ictus,ai,1,858.3874239,1205.024408,2009.025242,LK
41,ictus,ai,1,558.5073976,1291.052808,2515.526434,LK
41,ictus,y,1,582.2736797,1149.140851,2090.641414,LK
41,ictus,y,1,583.8580327,1327.529406,1993.023824,LK
41,ictus,y,1,415.9892044,1627.100351,1951.926013,LK
41,ictus,y,1,503.2963839,1215.180945,2054.62432,LK
41,ictus,ai,1,830.7070272,1562.653071,1651.325219,LK
41,ictus,a,1,615.0404611,1430.992818,2347.644706,LK
41,ictus,a,1,747.0977714,1437.164612,2307.074888,LK
41,ictus,a,1,823.6175638,1397.042696,2401.558936,LK
41,ictus,a,1,955.7193563,1570.342989,2683.627324,LK
41,ictus,a,1,842.7380974,1349.313592,1737.991637,LK
41,ictus,u,1,566.3680858,1181.119085,1968.226231,LK
41,ictus,i,1,541.3337081,2606.822028,2937.119846,LK
41,ictus,e,1,575.379253,1247.081824,2517.302948,LK
69,ictus,a,1,728.9343473,1892.541486,2883.953793,LO
69,ictus,e,1,701.4950089,2083.01511,2471.160208,LO
69,ictus,øː,1,443.9305173,1896.253802,2135.32279,LO
69,ictus,o,1,890.8071085,1099.706415,2557.741586,LO
69,ictus,i,1,318.0196147,2150.469623,3297.21434,LO
69,ictus,u,1,426.3583743,1547.48255,2104.777074,LO
77,ictus,o,1,560.4810346,999.9609191,2179.876561,LO
77,ictus,o,1,727.5924788,1278.880695,1760.692717,LO
77,ictus,e,1,399.2852453,844.7067287,1738.859895,LO
92,ictus,i,1,661.7981443,1361.417554,2474.579584,LK
92,ictus,ul,1,478.8527466,1848.8768,2099.029463,LK
92,ictus,a,1,812.3607353,1270.931748,2488.26276,LK
92,ictus,a,1,1047.209378,1350.155876,2822.751824,LK
92,ictus,ɵi,1,453.0076553,1582.739035,2738.273593,LK
92,ictus,aː,1,802.89438,1293.642351,2334.509933,LK
92,ictus,a,1,899.4529725,1419.300408,1804.184852,LK
92,ictus,ɵ,1,661.7981024,1608.185857,2493.392098,LK
92,ictus,i,1,404.2295402,1598.507272,2772.69786,LK
92,ictus,ul,1,480.3592854,1552.307324,2124.102071,LK
92,ictus,i,1,545.8821592,1739.281576,2723.395066,LK
92,ictus,iiː,1,512.4936993,2514.13921,2744.030105,LK
92,ictus,uiː,1,656.528128,1914.542764,2359.538523,LK
92,ictus,ɵi,1,484.0547619,1306.268598,2425.462736,LK
92,ictus,ɵː,1,886.708125,1405.994853,2266.270662,LK
94,ictus,i,1,489.0121771,1205.744719,2648.09182,LK
94,ictus,a,1,635.8690267,1167.706194,1912.157544,LK
94,ictus,ul,1,652.0563625,1087.551478,2303.498073,LK
94,ictus,ei,1,754.9829083,1527.123202,2605.569022,LK
94,ictus,ul,1,537.7445227,1224.965221,2070.06401,LK
94,ictus,u,1,673.4021213,1070.249414,2276.360142,LK
94,ictus,eil,1,676.6224101,2519.171713,2574.130257,LK
94,ictus,æi,1,709.8855636,1738.004754,2481.256226,LK
94,ictus,uiː,1,594.4396151,1432.831189,2437.329407,LK
94,ictus,æ,1,728.7266551,1601.069588,2216.081659,LK
94,ictus,a,1,821.1066623,1292.97587,2374.175602,LK
94,ictus,a,1,802.5725493,1474.95475,2376.964231,LK
94,ictus,yyː,1,421.0078039,749.3493522,2044.160668,LK
94,ictus,ul,1,669.2693961,1379.228999,2012.880717,LK
94,ictus,a,1,913.0585374,1565.9546,2026.136139,LK
94,ictus,a,1,905.9436681,1366.740557,1971.87067,LK
94,ictus,e,1,742.3506236,1564.636931,2487.506838,LK
94,ictus,e,1,624.1034541,1419.3539,2484.09841,LK
94,ictus,a,1,936.7443592,1087.15434,1622.035989,LK
94,ictus,yyː,1,521.5028054,1603.55086,2340.313862,LK
94,ictus,iː,1,480.1078131,2140.350813,2983.030352,LK
94,ictus,iː,1,367.2351538,1824.106024,2923.761659,LK
94,ictus,a,1,833.5176914,1431.557376,2499.170819,LK
94,ictus,ae,1,729.9410804,1664.683966,2006.122392,LK
94,ictus,ɵ,1,589.4621925,1431.232007,2603.142636,LK
94,ictus,i,1,469.6361518,1614.491484,2750.853232,LK
94,ictus,u,1,664.1757922,976.2390673,1734.864593,LK
94,ictus,ɵ,1,767.2007426,1454.525912,2687.96552,LK
94,ictus,i,1,687.8659084,1695.359188,2750.466368,LK
